Team,Year,Sport,Medal
Australia,2016,Swimming,Gold
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Gold
Australia,2016,Swimming,Silver
Australia,2016,Swimming,Gold
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Gold
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Silver
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Gold
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Silver
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,Gold
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Bronze
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Silver
Australia,2016,Swimming,No medal
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Gold
Australia,2016,Swimming,No medal
Australia,2016,Swimming,Silver
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Silver
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Gold
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Silver
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Gold
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Silver
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Gold
Australia,2020,Swimming,Bronze
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,No medal
Australia,2020,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Silver
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Silver
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,Silver
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Silver
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Silver
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Silver
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Silver
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,Gold
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Gold
Australia,2024,Swimming,Gold
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Silver
Australia,2024,Swimming,No medal
Australia,2024,Swimming,No medal
Australia,2024,Swimming,Bronze
Australia,2024,Swimming,No medal
Australia,1896,Tennis,No medal
Australia,1920,Tennis,No medal
Australia,1924,Tennis,No medal
Australia,1924,Tennis,No medal
Australia,1924,Tennis,No medal
Australia,1924,Tennis,No medal
Australia,1988,Tennis,No medal
Australia,1988,Tennis,No medal
Australia,1988,Tennis,No medal
Australia,1988,Tennis,No medal
Australia,1988,Tennis,No medal
Australia,1988,Tennis,No medal
Australia,1988,Tennis,No medal
Australia,1988,Tennis,Bronze
Australia,1988,Tennis,No medal
Australia,1988,Tennis,Bronze
Australia,1992,Tennis,No medal
Australia,1992,Tennis,No medal
Australia,1992,Tennis,No medal
Australia,1992,Tennis,No medal
Australia,1992,Tennis,No medal
Australia,1992,Tennis,Bronze
Australia,1992,Tennis,No medal
Australia,1992,Tennis,Bronze
Australia,1992,Tennis,No medal
Australia,1992,Tennis,No medal
Australia,1996,Tennis,No medal
Australia,1996,Tennis,No medal
Australia,1996,Tennis,No medal
Australia,1996,Tennis,No medal
Australia,1996,Tennis,No medal
Australia,1996,Tennis,No medal
Australia,1996,Tennis,Gold
Australia,1996,Tennis,Gold
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,No medal
Australia,2000,Tennis,Silver
Australia,2000,Tennis,Silver
Australia,2004,Tennis,No medal
Australia,2004,Tennis,No medal
Australia,2004,Tennis,Bronze
Australia,2004,Tennis,No medal
Australia,2004,Tennis,No medal
Australia,2004,Tennis,No medal
Australia,2004,Tennis,No medal
Australia,2008,Tennis,No medal
Australia,2008,Tennis,No medal
Australia,2008,Tennis,No medal
Australia,2008,Tennis,No medal
Australia,2008,Tennis,No medal
Australia,2012,Tennis,No medal
Australia,2012,Tennis,No medal
Australia,2012,Tennis,No medal
Australia,2012,Tennis,No medal
Australia,2012,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2016,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,Bronze
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,Bronze
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2020,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,Gold
Australia,2024,Tennis,Gold
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2024,Tennis,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2000,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2004,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Australia,2012,Volleyball,No medal
Brazil,2016,Badminton,No medal
Brazil,2016,Badminton,No medal
Brazil,2020,Badminton,No medal
Brazil,2020,Badminton,No medal
Brazil,2024,Badminton,No medal
Brazil,2024,Badminton,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1948,Equestrianism,No medal
Brazil,1952,Equestrianism,No medal
Brazil,1952,Equestrianism,No medal
Brazil,1952,Equestrianism,No medal
Brazil,1952,Equestrianism,No medal
Brazil,1952,Equestrianism,No medal
Brazil,1952,Equestrianism,No medal
Brazil,1952,Equestrianism,No medal
Brazil,1956,Equestrianism,No medal
Brazil,1956,Equestrianism,No medal
Brazil,1956,Equestrianism,No medal
Brazil,1956,Equestrianism,No medal
Brazil,1956,Equestrianism,No medal
Brazil,1956,Equestrianism,No medal
Brazil,1960,Equestrianism,No medal
Brazil,1960,Equestrianism,No medal
Brazil,1960,Equestrianism,No medal
Brazil,1960,Equestrianism,No medal
Brazil,1960,Equestrianism,No medal
Brazil,1960,Equestrianism,No medal
Brazil,1964,Equestrianism,No medal
Brazil,1968,Equestrianism,No medal
Brazil,1968,Equestrianism,No medal
Brazil,1968,Equestrianism,No medal
Brazil,1968,Equestrianism,No medal
Brazil,1968,Equestrianism,No medal
Brazil,1968,Equestrianism,No medal
Brazil,1972,Equestrianism,No medal
Brazil,1972,Equestrianism,No medal
Brazil,1972,Equestrianism,No medal
Brazil,1984,Equestrianism,No medal
Brazil,1984,Equestrianism,No medal
Brazil,1984,Equestrianism,No medal
Brazil,1984,Equestrianism,No medal
Brazil,1984,Equestrianism,No medal
Brazil,1984,Equestrianism,No medal
Brazil,1984,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1988,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1992,Equestrianism,No medal
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,Bronze
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,Bronze
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,Bronze
Brazil,1996,Equestrianism,No medal
Brazil,1996,Equestrianism,Bronze
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,Bronze
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,Bronze
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,Bronze
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,No medal
Brazil,2000,Equestrianism,Bronze
Brazil,2004,Equestrianism,No medal
Brazil,2004,Equestrianism,No medal
Brazil,2004,Equestrianism,No medal
Brazil,2004,Equestrianism,No medal
Brazil,2004,Equestrianism,No medal
Brazil,2004,Equestrianism,No medal
Brazil,2004,Equestrianism,No medal
Brazil,2004,Equestrianism,No medal
