,Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,participation_count_before_award
44082,Cao Lei,F,China,CHN,2008,Beijing,Weightlifting,Weightlifting Women's Heavyweight,Gold,437
44086,Chang Yongxiang,M,China,CHN,2008,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,438
44089,Chen Jin,M,China,CHN,2008,Beijing,Badminton,Badminton Men's Singles,Bronze,439
44094,Chen Ling,F,China,CHN,2008,Beijing,Archery,Archery Women's Team,Silver,440
44098,Chen Qiuqi,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,441
44099,Chen Ruolin,F,China,CHN,2008,Beijing,Diving,Diving Women's Platform,Gold,442
44100,Chen Ruolin,F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Platform,Gold,443
44103,Chen Xiexia,F,China,CHN,2008,Beijing,Weightlifting,Weightlifting Women's Flyweight,Gold,444
44105,Chen Yanqing,F,China,CHN,2008,Beijing,Weightlifting,Weightlifting Women's Lightweight,Gold,445
44108,Chen Yibing,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,446
44112,Chen Yibing,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Rings,Gold,447
44115,Chen Ying,F,China,CHN,2008,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,448
44116,Chen Zhaoxia,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,449
44122,Cheng Fei,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold,450
44124,Cheng Fei,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Bronze,451
44125,Cheng Fei,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,Bronze,452
44126,Cheng Hui,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,453
44127,Chou Tao,F,China,CHN,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,454
44137,Deng Linlin,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold,455
44142,Dong Dong,M,China,CHN,2008,Beijing,Trampolining,Trampolining Men's Individual,Bronze,456
44149,Du Li,F,China,CHN,2008,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,457
44154,Feng Kun,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,458
44159,Fu Baorong,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,459
44161,Gao Lihua,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,460
44166,Gao Yulan,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Silver,461
44169,Gu Beibei,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,462
44174,Guo Dan,F,China,CHN,2008,Beijing,Archery,Archery Women's Team,Silver,463
44176,Guo Jingjing,F,China,CHN,2008,Beijing,Diving,Diving Women's Springboard,Gold,464
44177,Guo Jingjing,F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Gold,465
44181,Guo Shuang,F,China,CHN,2008,Beijing,Cycling,Cycling Women's Sprint,Bronze,466
44182,Guo Wenjun,F,China,CHN,2008,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,467
44184,Guo Yue,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Bronze,468
44185,Guo Yue,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Team,Gold,469
44191,Hanati Silamu,M,China,CHN,2008,Beijing,Boxing,Boxing Men's Welterweight,Bronze,470
44194,He Chong,M,China,CHN,2008,Beijing,Diving,Diving Men's Springboard,Gold,471
44197,He Kexin,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold,472
44198,He Kexin,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,Gold,473
44199,He Wenna,F,China,CHN,2008,Beijing,Trampolining,Trampolining Women's Individual,Gold,474
44203,Hu Binyuan,M,China,CHN,2008,Beijing,Shooting,Shooting Men's Double Trap,Bronze,475
44215,Huang Haiyang,F,China,CHN,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver,476
44218,Huang Junxia,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,477
44222,Huang Xu,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,478
44226,Huang Xuechen,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,479
44234,Huo Liang,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Platform,Gold,480
44245,Jiang Lin,M,China,CHN,2008,Beijing,Archery,Archery Men's Team,Bronze,481
44248,Jiang Tingting,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,482
44250,Jiang Wenwen,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,483
44253,Jiang Yuyuan,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold,484
44258,Jiao Liuyang,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Silver,485
44261,Jin Ziwei,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold,486
44273,Li Hongli,M,China,CHN,2008,Beijing,Weightlifting,Weightlifting Men's Middleweight,Silver,487
44275,Li Hongxia,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,488
44281,Li Juan,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,489
44296,Li Shanshan,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold,490
44299,Li Shuang,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,491
44306,Li Wenquan,M,China,CHN,2008,Beijing,Archery,Archery Men's Team,Bronze,492
44311,Li Xiaopeng,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,493
44313,Li Xiaopeng,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,Gold,494
44334,Liao Hui,M,China,CHN,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,Gold,495
44335,Lin Dan,M,China,CHN,2008,Beijing,Badminton,Badminton Men's Singles,Gold,496
44337,Lin Yue,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Platform,Gold,497
44339,Liu Chunhong,F,China,CHN,2008,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold,498
44351,Liu Ou,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,499
44362,Liu Yanan,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,500
44369,Liu Zige,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Gold,501
44370,Long Qingquan,M,China,CHN,2008,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Gold,502
44373,Lu Chunlong,M,China,CHN,2008,Beijing,Trampolining,Trampolining Men's Individual,Gold,503
44378,Lu Yong,M,China,CHN,2008,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,504
44379,Lu Yuanyang,F,China,CHN,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,505
44383,Luo Xi,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,506
44386,Ma Lin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Singles,Gold,507
44387,Ma Lin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Team,Gold,508
44391,Ma Yibo,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,509
44392,Ma Yunwen,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,510
44393,Meng Guanliang,M,China,CHN,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,511
44403,Ni Hong,F,China,CHN,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver,512
44404,Pan Fengzhen,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,513
44410,Pang Jiaying,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 200 metres Freestyle,Bronze,514
44412,Pang Jiaying,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,515
44413,Pang Jiaying,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,516
44414,Pang Wei,M,China,CHN,2008,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,517
44422,Qin Kai,M,China,CHN,2008,Beijing,Diving,Diving Men's Springboard,Bronze,518
44423,Qin Kai,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Gold,519
44426,Qiu Jian,M,China,CHN,2008,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,520
44435,Ren Ye,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,521
44457,Song Qingling,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,522
44465,Sui Jianshuang,F,China,CHN,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,523
44469,Sun Dan,F,China,CHN,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,524
44477,Sun Qiuting,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,525
44486,Sun Ye,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,526
44492,Tan Miao,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,527
44495,Tan Xue,F,China,CHN,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",Silver,528
44499,Tan Zongliang,M,China,CHN,2008,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,529
44500,Tang Bin,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold,530
44501,Tang Chunling,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,531
44502,Tang Jingzhi,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,532
44511,Tong Wen,F,China,CHN,2008,Beijing,Judo,Judo Women's Heavyweight,Gold,533
44518,Wang Feng,M,China,CHN,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Gold,534
44520,Wang Hao,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Singles,Silver,535
44521,Wang Hao,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Team,Gold,536
44525,Wang Jiao,F,China,CHN,2008,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,537
44536,Wang Liqin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Singles,Bronze,538
44537,Wang Liqin,M,China,CHN,2008,Beijing,Table Tennis,Table Tennis Men's Team,Gold,539
44540,Wang Na,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,540
44541,Wang Nan,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Silver,541
44542,Wang Nan,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Team,Gold,542
44552,Wang (ruoxue-),F,China,CHN,2008,Beijing,Diving,Diving Women's Platform,Bronze,543
44553,Wang (ruoxue-),F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Platform,Gold,544
44556,Wang Yimei,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,545
44564,Wei Qiuyue,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,546
44570,Wu Jingyu,F,China,CHN,2008,Beijing,Taekwondo,Taekwondo Women's Flyweight,Gold,547
44572,Wu Minxia,F,China,CHN,2008,Beijing,Diving,Diving Women's Springboard,Bronze,548
44573,Wu Minxia,F,China,CHN,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Gold,549
44580,Wu You,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Silver,550
44582,Xi Aihua,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold,551
44583,Xian Dongmei,F,China,CHN,2008,Beijing,Judo,Judo Women's Half-Lightweight,Gold,552
44585,Xiao Qin,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,553
44589,Xiao Qin,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,554
44592,Xie Xingfan,F,China,CHN,2008,Beijing,Badminton,Badminton Women's Singles,Silver,555
44599,Xu Li,F,China,CHN,2008,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Silver,556
44600,Xu Lijia,F,China,CHN,2008,Beijing,Sailing,Sailing Women's One Person Dinghy,Bronze,557
44604,Xu Tianlongzi,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,558
44605,Xu Yan,F,China,CHN,2008,Beijing,Judo,Judo Women's Lightweight,Bronze,559
44611,Xu Yunli,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,560
44615,Xue Haifeng,M,China,CHN,2008,Beijing,Archery,Archery Men's Team,Bronze,561
44616,Xue Ming,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,562
44621,Yang Hao,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,563
44624,Yang Wei,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,Gold,564
44625,Yang Wei,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,565
44629,Yang Wei,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Rings,Silver,566
44631,Yang Wenjun,M,China,CHN,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,567
44632,Yang Xiuli,F,China,CHN,2008,Beijing,Judo,Judo Women's Half-Heavyweight,Gold,568
44634,Yang Yilin,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,Bronze,569
44635,Yang Yilin,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold,570
44637,Yang Yilin,F,China,CHN,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,571
44639,Yang Yu,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,572
44643,Yin Jian,F,China,CHN,2008,Beijing,Sailing,Sailing Women's Windsurfer,Gold,573
44674,Zhang Juanjuan,F,China,CHN,2008,Beijing,Archery,Archery Women's Individual,Gold,574
44675,Zhang Juanjuan,F,China,CHN,2008,Beijing,Archery,Archery Women's Team,Silver,575
44684,Zhang Lin,M,China,CHN,2008,Beijing,Swimming,Swimming Men's 400 metres Freestyle,Silver,576
44688,Zhang Na,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,577
44690,Zhang Ning,F,China,CHN,2008,Beijing,Badminton,Badminton Women's Singles,Gold,578
44698,Zhang Shuo,F,China,CHN,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,579
44700,Zhang Wenxiu,F,China,CHN,2008,Beijing,Athletics,Athletics Women's Hammer Throw,Bronze,580
44701,Zhang Xiangxiang,M,China,CHN,2008,Beijing,Weightlifting,Weightlifting Men's Featherweight,Gold,581
44702,Zhang Xiaohuan,F,China,CHN,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,582
44704,Zhang Xiaoping,M,China,CHN,2008,Beijing,Boxing,Boxing Men's Light-Heavyweight,Gold,583
44708,Zhang Yangyang,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold,584
44711,Zhang Yimeng,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,585
44715,Zhang Yining,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Gold,586
44716,Zhang Yining,F,China,CHN,2008,Beijing,Table Tennis,Table Tennis Women's Team,Gold,587
44720,Zhang Zhilei,M,China,CHN,2008,Beijing,Boxing,Boxing Men's Super-Heavyweight,Silver,588
44725,Zhao Jing,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,589
44727,Zhao Ruirui,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,590
44731,Zhao Yudiao,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,591
44740,Zhong Man,M,China,CHN,2008,Beijing,Fencing,"Fencing Men's Sabre, Individual",Gold,592
44744,Zhou Chunxiu,F,China,CHN,2008,Beijing,Athletics,Athletics Women's Marathon,Bronze,593
44749,Zhou Luxin,M,China,CHN,2008,Beijing,Diving,Diving Men's Platform,Silver,594
44751,Zhou Suhong,F,China,CHN,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,595
44752,Zhou Wanfeng,F,China,CHN,2008,Beijing,Hockey,Hockey Women's Hockey,Silver,596
44755,Zhou Yafei,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,597
44760,Zhu Guo,M,China,CHN,2008,Beijing,Taekwondo,Taekwondo Men's Welterweight,Bronze,598
44764,Zhu Qianwei,F,China,CHN,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,599
44765,Zhu Qinan,M,China,CHN,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver,600
44774,Zou Kai,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold,601
44775,Zou Kai,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,Gold,602
44776,Zou Kai,M,China,CHN,2008,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,603
44777,Zou Shiming,M,China,CHN,2008,Beijing,Boxing,Boxing Men's Light-Flyweight,Gold,604
44783,Cao Yuan,M,China,CHN,2012,London,Diving,Diving Men's Synchronized Platform,Gold,605
44784,Cao Zhongrong,M,China,CHN,2012,London,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver,606
44785,Chang Si,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,607
44787,Chen Ding,M,China,CHN,2012,London,Athletics,Athletics Men's 20 kilometres Walk,Gold,608
44792,Chen Long,M,China,CHN,2012,London,Badminton,Badminton Men's Singles,Bronze,609
44796,Chen Ruolin,F,China,CHN,2012,London,Diving,Diving Women's Platform,Gold,610
44797,Chen Ruolin,F,China,CHN,2012,London,Diving,Diving Women's Synchronized Platform,Gold,611
44799,Chen Xiaojun,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,612
44801,Chen Yibing,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,613
44803,Chen Yibing,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Rings,Silver,614
44806,Chen Ying,F,China,CHN,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver,615
44811,Cheng Ming,F,China,CHN,2012,London,Archery,Archery Women's Team,Silver,616
44816,Dai Jun,M,China,CHN,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,617
44817,Dai Xiaoxiang,M,China,CHN,2012,London,Archery,Archery Men's Individual,Bronze,618
44825,Deng Linlin,F,China,CHN,2012,London,Gymnastics,Gymnastics Women's Balance Beam,Gold,619
44827,Ding Feng,M,China,CHN,2012,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,620
44829,Ding Ning,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Singles,Silver,621
44830,Ding Ning,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Team,Gold,622
44833,Dong Dong,M,China,CHN,2012,London,Trampolining,Trampolining Men's Individual,Gold,623
44838,Fang Yuting,F,China,CHN,2012,London,Archery,Archery Women's Team,Silver,624
44839,Feng Zhe,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,625
44841,Feng Zhe,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,Gold,626
44851,Gong Jinjie,F,China,CHN,2012,London,Cycling,Cycling Women's Team Sprint,Silver,627
44853,Gong Lijiao,F,China,CHN,2012,London,Athletics,Athletics Women's Shot Put,Bronze,628
44857,Guo Shuang,F,China,CHN,2012,London,Cycling,Cycling Women's Sprint,Bronze,629
44858,Guo Shuang,F,China,CHN,2012,London,Cycling,Cycling Women's Keirin,Silver,630
44859,Guo Shuang,F,China,CHN,2012,London,Cycling,Cycling Women's Team Sprint,Silver,631
44861,Guo Weiyang,M,China,CHN,2012,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,632
44867,Guo Wenjun,F,China,CHN,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,633
44868,Guo Yue,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Team,Gold,634
44870,Hao Yun,M,China,CHN,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,635
44871,He Chong,M,China,CHN,2012,London,Diving,Diving Men's Springboard,Bronze,636
44877,He Kexin,F,China,CHN,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,Silver,637
44878,He Wenna,F,China,CHN,2012,London,Trampolining,Trampolining Women's Individual,Bronze,638
44879,He Zi,F,China,CHN,2012,London,Diving,Diving Women's Springboard,Silver,639
44880,He Zi,F,China,CHN,2012,London,Diving,Diving Women's Synchronized Springboard,Gold,640
44881,Hou Yuzhuo,F,China,CHN,2012,London,Taekwondo,Taekwondo Women's Featherweight,Silver,641
44893,Huang Shanshan,F,China,CHN,2012,London,Trampolining,Trampolining Women's Individual,Silver,642
44894,Huang Wenyi,F,China,CHN,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,Silver,643
44896,Huang Xuechen,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,644
44897,Huang Xuechen,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,645
44906,Jiang Haiqi,M,China,CHN,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,646
44908,Jiang Tingting,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,647
44909,Jiang Wenwen,F,China,CHN,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,648
44912,Jiao Liuyang,F,China,CHN,2012,London,Swimming,Swimming Women's 200 metres Butterfly,Gold,649
44915,Jing Ruixue,F,China,CHN,2012,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver,650
44917,Lei Sheng,M,China,CHN,2012,London,Fencing,"Fencing Men's Foil, Individual",Gold,651
44925,Li Jinzi,F,China,CHN,2012,London,Boxing,Boxing Women's Middleweight,Bronze,652
44933,Li Na,F,China,CHN,2012,London,Fencing,"Fencing Women's epee, Team",Gold,653
44939,Li Xiaoxia,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Singles,Gold,654
44940,Li Xiaoxia,F,China,CHN,2012,London,Table Tennis,Table Tennis Women's Team,Gold,655
44944,Li Xuanxu,F,China,CHN,2012,London,Swimming,Swimming Women's 400 metres Individual Medley,Bronze,656
44945,Li Xuerui,F,China,CHN,2012,London,Badminton,Badminton Women's Singles,Gold,657
